University,Subject
Universitas Sumatera Utara,Sociology
University of Babylon,Sociology
University of Basrah,Sociology
University of Iceland,Sociology
University of Kufa,Sociology
University of Memphis,Sociology
University of Ostrava,Sociology
University of Silesia in Katowice,Sociology
University of Split,Sociology
University of Warmia and Mazury in Olsztyn,Sociology
Voronezh State University,Sociology
Yogyakarta State University,Sociology
Yuan Ze University,Sociology
Zagazig University,Sociology
Narxoz University,Sociology
Al-Balqa Applied University,Sociology
Georgian Technical University,Sociology
Humboldt State University,Sociology
Irkutsk State University,Sociology
Khulna University,Sociology
Kwame Nkrumah University of Science and Technology,Sociology
MIREA - Russian Technological University,Sociology
Pontifícia Universidade Católica do Paraná,Sociology
Sakarya University,Sociology
Shahjalal University of Science and Technology,Sociology
State University of Malang,Sociology
Universidad Autónoma de Querétaro,Sociology
Universitas Andalas,Sociology
University of Craiova,Sociology
University of Ibadan,Sociology
University of Lagos,Sociology
University of Lampung,Sociology
University of Mataram,Sociology
University of Oradea,Sociology
University of Stavanger,Sociology
Massachusetts Institute of Technology,History
University of Cambridge,History
University of Oxford,History
Harvard University,History
Stanford University,History
National University of Singapore,History
UCL,History
"University of California, Berkeley",History
University of Chicago,History
University of Pennsylvania,History
Cornell University,History
University of Melbourne,History
California Institute of Technology,History
Yale University,History
Peking University,History
Princeton University,History
University of Sydney,History
University of Toronto,History
University of Edinburgh,History
Columbia University,History
Tsinghua University,History
"Nanyang Technological University, Singapore",History
University of Hong Kong,History
Johns Hopkins University,History
University of Tokyo,History
"University of California, Los Angeles",History
McGill University,History
University of Manchester,History
University of Michigan-Ann Arbor,History
Australian National University,History
University of British Columbia,History
Institut Polytechnique de Paris,History
New York University,History
Seoul National University,History
Monash University,History
University of Queensland,History
Zhejiang University,History
London School of Economics and Political Science,History
Kyoto University,History
Delft University of Technology,History
Northwestern University,History
Chinese University of Hong Kong,History
Fudan University,History
Shanghai Jiao Tong University,History
Carnegie Mellon University,History
University of Amsterdam,History
University of Bristol,History
Duke University,History
University of Texas at Austin,History
Sorbonne University,History
KU Leuven,History
"University of California, San Diego",History
University of Washington,History
University of Illinois at Urbana-Champaign,History
Hong Kong Polytechnic University,History
University of Warwick,History
University of Auckland,History
National Taiwan University,History
City University of Hong Kong,History
Université Paris-Saclay,History
University of Western Australia,History
Brown University,History
University of Leeds,History
University of Glasgow,History
Yonsei University,History
Durham University,History
Korea University,History
Osaka University,History
University of Southampton,History
University of Birmingham,History
Lund University,History
Lomonosov Moscow State University,History
University of Adelaide,History
University of Technology Sydney,History
University of Zurich,History
Boston University,History
University of St Andrews,History
Georgia Institute of Technology,History
University of Nottingham,History
University of Wisconsin-Madison,History
Pontificia Universidad Católica de Chile,History
University of Sheffield,History
Uppsala University,History
RWTH Aachen University,History
University of Copenhagen,History
Newcastle University,History
University of Alberta,History
University of Waterloo,History
Tohoku University,History
Western University,History
University of Helsinki,History
University of Southern California,History
University of Oslo,History
Stockholm University,History
Lancaster University,History
Eindhoven University of Technology,History
University of Basel,History
Leiden University,History
University of Bern,History
University of Geneva,History
Macquarie University,History
University of Vienna,History
"University of California, Davis",History
Sapienza University of Rome,History
Texas A&M University,History
Michigan State University,History
Universiti Sains Malaysia,History
University of Science and Technology of China,History
University of Groningen,History
Nanjing University,History
Aarhus University,History
King Abdulaziz University,History
Queen Mary University of London,History
Rice University,History
Sungkyunkwan University,History
Ohio State University,History
University of Exeter,History
Cardiff University,History
Universiti Putra Malaysia,History
Ghent University,History
Universiti Kebangsaan Malaysia,History
University of Wollongong,History
"University of California, Santa Barbara",History
Hanyang University,History
Kyushu University,History
University of York,History
University of Florida,History
"University of Maryland, College Park",History
University of Reading,History
Complutense University of Madrid,History
University College Dublin,History
Qatar University,History
University of Cape Town,History
Nagoya University,History
University of Liverpool,History
Arizona State University,History
University of Calgary,History
Curtin University,History
École Normale Supérieure de Lyon,History
University of Gothenburg,History
McMaster University,History
Wuhan University,History
Hokkaido University,History
Emory University,History
Waseda University,History
King Saud University,History
University of Ottawa,History
University of Otago,History
Vrije Universiteit Amsterdam,History
University of Aberdeen,History
University of Twente,History
Chulalongkorn University,History
Loughborough University,History
Keio University,History
Tel Aviv University,History
Tongji University,History
National Yang Ming Chiao Tung University,History
University of Sussex,History
University of Lausanne,History
University of Rochester,History
American University of Beirut,History
National Cheng Kung University,History
Al-Farabi Kazakh National University,History
University of Göttingen,History
Deakin University,History
National Tsing Hua University,History
Dartmouth College,History
Massey University,History
Victoria University of Wellington,History
La Trobe University,History
Griffith University,History
Technical University of Darmstadt,History
Charles University,History
University of Antwerp,History
University of Waikato,History
Hebrew University of Jerusalem,History
University of Porto,History
University of Macau,History
Case Western Reserve University,History
Vrije Universiteit Brussel,History
University of Virginia,History
Vanderbilt University,History
University of Colorado Boulder,History
Linköping University,History
"University of California, Irvine",History
University of Cologne,History
University of Leicester,History
North Carolina State University,History
Huazhong University of Science and Technology,History
University of Milan,History
University of Strathclyde,History
University of Miami,History
University of Navarra,History
Bandung Institute of Technology,History
University of Bergen,History
Stellenbosch University,History
Swinburne University of Technology,History
University of Arizona,History
University of Galway,History
United Arab Emirates University,History
Xi’an Jiaotong University,History
University College Cork,History
Université Grenoble Alpes,History
Hong Kong Baptist University,History
University of East Anglia,History
Georgetown University,History
Dalhousie University,History
Virginia Polytechnic Institute and State University,History
